ano;UF;escolaridade;escolaridade_adj;horas_trabalhadas;faixa_horas_trabalhadas;renda_bruta;se
2023;14;2;Ensino Fundamental;3;40 até 44 Horas;1501,030580885314;7,86280229179863e+01
2023;15;2;Ensino Fundamental;3;40 até 44 Horas;1401,091710204478;4,89828923674710e+01
2023;16;2;Ensino Fundamental;3;40 até 44 Horas;1633,894628959255;1,64427495393947e+02
2023;17;2;Ensino Fundamental;3;40 até 44 Horas;1751,210009239726;9,07788097634916e+01
2023;21;2;Ensino Fundamental;3;40 até 44 Horas;1234,769710174012;5,42304878693757e+01
2023;22;2;Ensino Fundamental;3;40 até 44 Horas;1351,940553308478;1,10519491669190e+02
2023;23;2;Ensino Fundamental;3;40 até 44 Horas;1262,011105992682;4,44436347905325e+01
2023;24;2;Ensino Fundamental;3;40 até 44 Horas;1482,296172503896;1,90757980236537e+02
2023;25;2;Ensino Fundamental;3;40 até 44 Horas;1198,231970840149;4,36273489562415e+01
2023;26;2;Ensino Fundamental;3;40 até 44 Horas;1300,297198724466;5,00408871309196e+01
2023;27;2;Ensino Fundamental;3;40 até 44 Horas;1318,978509169953;4,19631023305942e+01
2023;28;2;Ensino Fundamental;3;40 até 44 Horas;1315,984009243309;5,52808765309637e+01
2023;29;2;Ensino Fundamental;3;40 até 44 Horas;1210,309038525947;3,46729927878592e+01
2023;31;2;Ensino Fundamental;3;40 até 44 Horas;1791,156262559351;3,79696384910539e+01
2023;32;2;Ensino Fundamental;3;40 até 44 Horas;1933,117143188368;7,18791855811090e+01
2023;33;2;Ensino Fundamental;3;40 até 44 Horas;1694,510992665376;4,23136637147911e+01
2023;35;2;Ensino Fundamental;3;40 até 44 Horas;2029,241794873574;4,49719901147519e+01
2023;41;2;Ensino Fundamental;3;40 até 44 Horas;2041,793260236178;4,61141851904083e+01
2023;42;2;Ensino Fundamental;3;40 até 44 Horas;2332,078320994949;8,27027479499019e+01
2023;43;2;Ensino Fundamental;3;40 até 44 Horas;1988,258925018270;4,32504057022588e+01
2023;50;2;Ensino Fundamental;3;40 até 44 Horas;2079,840558123170;8,31395706317227e+01
2023;51;2;Ensino Fundamental;3;40 até 44 Horas;2497,047570626591;1,17357281266734e+02
2023;52;2;Ensino Fundamental;3;40 até 44 Horas;2021,604081340776;8,08899092749369e+01
2023;53;2;Ensino Fundamental;3;40 até 44 Horas;1939,884894479132;1,17788798012420e+02
2023;11;3;Ensino Fundamental;3;40 até 44 Horas;1996,353026839450;1,16905381279277e+02
2023;12;3;Ensino Fundamental;3;40 até 44 Horas;1764,150733484599;1,69585758795340e+02
2023;13;3;Ensino Fundamental;3;40 até 44 Horas;1587,449062794403;9,94208129641826e+01
2023;14;3;Ensino Fundamental;3;40 até 44 Horas;1724,013583351139;1,28957384907927e+02
2023;15;3;Ensino Fundamental;3;40 até 44 Horas;1811,038031291945;1,38866040363617e+02
2023;16;3;Ensino Fundamental;3;40 até 44 Horas;1575,656480791974;2,05594051269244e+02
2023;17;3;Ensino Fundamental;3;40 até 44 Horas;1659,086146918301;1,07186909642121e+02
2023;21;3;Ensino Fundamental;3;40 até 44 Horas;1574,207801870591;1,18743595262570e+02
2023;22;3;Ensino Fundamental;3;40 até 44 Horas;1435,986278246578;6,73249601256949e+01
2023;23;3;Ensino Fundamental;3;40 até 44 Horas;1450,351141487146;8,49973140448567e+01
2023;24;3;Ensino Fundamental;3;40 até 44 Horas;1491,667123910705;8,92952349797962e+01
2023;25;3;Ensino Fundamental;3;40 até 44 Horas;1305,498143717846;8,40972611984939e+01
2023;26;3;Ensino Fundamental;3;40 até 44 Horas;1380,552498092042;5,96196844337231e+01
2023;27;3;Ensino Fundamental;3;40 até 44 Horas;1491,495009091712;7,58999392762429e+01
2023;28;3;Ensino Fundamental;3;40 até 44 Horas;1620,822465112389;1,56060629292859e+02
2023;29;3;Ensino Fundamental;3;40 até 44 Horas;1566,101572059547;1,05445863536161e+02
2023;31;3;Ensino Fundamental;3;40 até 44 Horas;1881,053863271897;6,73172819722503e+01
2023;32;3;Ensino Fundamental;3;40 até 44 Horas;1980,051916495982;7,74455574821281e+01
2023;33;3;Ensino Fundamental;3;40 até 44 Horas;1854,127905416452;5,98788524242362e+01
2023;35;3;Ensino Fundamental;3;40 até 44 Horas;2148,165088753898;7,45531983072818e+01
2023;41;3;Ensino Fundamental;3;40 até 44 Horas;2132,845086654838;5,91022971280512e+01
2023;42;3;Ensino Fundamental;3;40 até 44 Horas;2472,720417365350;1,07372778049035e+02
2023;43;3;Ensino Fundamental;3;40 até 44 Horas;2228,640175069615;8,18063729670864e+01
2023;50;3;Ensino Fundamental;3;40 até 44 Horas;2150,324887995046;1,16739584372586e+02
2023;51;3;Ensino Fundamental;3;40 até 44 Horas;2847,864027502317;3,67446533872847e+02
2023;52;3;Ensino Fundamental;3;40 até 44 Horas;1963,329726315152;7,34262321231877e+01
2023;53;3;Ensino Fundamental;3;40 até 44 Horas;2005,138366725123;1,89021041716111e+02
2023;11;4;Ensino Médio;3;40 até 44 Horas;1892,672922614461;1,06696051678276e+02
2023;12;4;Ensino Médio;3;40 até 44 Horas;1431,363426210940;8,07239482065209e+01
2023;13;4;Ensino Médio;3;40 até 44 Horas;1530,937011428695;1,21618607232844e+02
2023;14;4;Ensino Médio;3;40 até 44 Horas;1441,315541426903;6,02131150977649e+01
2023;15;4;Ensino Médio;3;40 até 44 Horas;1571,027027609317;1,07791671415017e+02
2023;16;4;Ensino Médio;3;40 até 44 Horas;1501,938910592121;1,26539502700495e+02
2023;17;4;Ensino Médio;3;40 até 44 Horas;1811,114064096617;1,12155001630380e+02
2023;21;4;Ensino Médio;3;40 até 44 Horas;1413,324715029743;5,96817085363567e+01
2023;22;4;Ensino Médio;3;40 até 44 Horas;1457,774177611053;1,02983037330437e+02
2023;23;4;Ensino Médio;3;40 até 44 Horas;1321,555442259673;6,57697978972006e+01
2023;24;4;Ensino Médio;3;40 até 44 Horas;1341,138664622633;1,59078831988138e+02
2023;25;4;Ensino Médio;3;40 até 44 Horas;1452,193574496250;1,69746683674662e+02
2023;26;4;Ensino Médio;3;40 até 44 Horas;1377,141090928653;8,42049491970027e+01
2023;27;4;Ensino Médio;3;40 até 44 Horas;1432,594959725963;6,10902492996570e+01
2023;28;4;Ensino Médio;3;40 até 44 Horas;1345,013774438579;7,39331646479009e+01
2023;29;4;Ensino Médio;3;40 até 44 Horas;1338,363411876903;5,77002227592636e+01
2023;31;4;Ensino Médio;3;40 até 44 Horas;1837,606847001786;8,41010114072097e+01
2023;32;4;Ensino Médio;3;40 até 44 Horas;1804,817604019491;6,35810667989192e+01
2023;33;4;Ensino Médio;3;40 até 44 Horas;1848,316059959081;6,43672493175490e+01
2023;35;4;Ensino Médio;3;40 até 44 Horas;2038,784202430661;6,19680760190088e+01
2023;41;4;Ensino Médio;3;40 até 44 Horas;2075,228087495366;5,89476710556889e+01
2023;42;4;Ensino Médio;3;40 até 44 Horas;2299,790539597717;5,07696979083505e+01
2023;43;4;Ensino Médio;3;40 até 44 Horas;2142,757964186021;7,35398473676919e+01
2023;50;4;Ensino Médio;3;40 até 44 Horas;1984,369214287677;8,82156078770692e+01
2023;51;4;Ensino Médio;3;40 até 44 Horas;2496,463436070112;1,60045743974363e+02
2023;52;4;Ensino Médio;3;40 até 44 Horas;1958,717609959890;8,20651237762450e+01
2023;53;4;Ensino Médio;3;40 até 44 Horas;2182,421926761968;2,99403322443355e+02
2023;11;5;Ensino Médio;3;40 até 44 Horas;2160,457956927478;6,61070336674902e+01
2023;12;5;Ensino Médio;3;40 até 44 Horas;1969,357585129923;7,07736875074503e+01
2023;13;5;Ensino Médio;3;40 até 44 Horas;1924,091126275434;1,01441534823586e+02
2023;14;5;Ensino Médio;3;40 até 44 Horas;2029,120239027214;9,90362889243109e+01
2023;15;5;Ensino Médio;3;40 até 44 Horas;2042,874674004029;9,50703262273446e+01
2023;16;5;Ensino Médio;3;40 até 44 Horas;2112,942783270261;1,08941199400136e+02
2023;17;5;Ensino Médio;3;40 até 44 Horas;2063,307036332035;7,23188577598743e+01
2023;21;5;Ensino Médio;3;40 até 44 Horas;1756,176262331145;4,44215545824743e+01
2023;22;5;Ensino Médio;3;40 até 44 Horas;1731,404645658627;7,05974298078787e+01
2023;23;5;Ensino Médio;3;40 até 44 Horas;1656,319617295998;4,25701870133408e+01
2023;24;5;Ensino Médio;3;40 até 44 Horas;1857,639803003375;8,98999750290934e+01
2023;25;5;Ensino Médio;3;40 até 44 Horas;1550,987694726278;5,75254983753656e+01
2023;26;5;Ensino Médio;3;40 até 44 Horas;1753,992964843129;5,89711507039842e+01
2023;27;5;Ensino Médio;3;40 até 44 Horas;1749,279208789512;6,26014168396927e+01
2023;28;5;Ensino Médio;3;40 até 44 Horas;1626,236966742739;5,64032346408867e+01
2023;29;5;Ensino Médio;3;40 até 44 Horas;1710,306786564412;6,17084829883829e+01
2023;31;5;Ensino Médio;3;40 até 44 Horas;2065,335843258671;3,71691230017154e+01
2023;32;5;Ensino Médio;3;40 até 44 Horas;2244,082608394421;5,77715203908617e+01
2023;33;5;Ensino Médio;3;40 até 44 Horas;2338,047094085483;5,13848326923574e+01
2023;35;5;Ensino Médio;3;40 até 44 Horas;2542,625465974228;6,70697292910317e+01
2023;41;5;Ensino Médio;3;40 até 44 Horas;2563,586223914863;5,83473339138375e+01
2023;42;5;Ensino Médio;3;40 até 44 Horas;2637,329467984744;4,19439289035034e+01
2023;43;5;Ensino Médio;3;40 até 44 Horas;2500,827787456465;5,20774514151687e+01
2023;50;5;Ensino Médio;3;40 até 44 Horas;2458,236341438327;8,76231884164841e+01
2023;51;5;Ensino Médio;3;40 até 44 Horas;2673,784929856885;9,51090645382071e+01
2023;52;5;Ensino Médio;3;40 até 44 Horas;2398,722579305589;8,20775783766350e+01
2023;53;5;Ensino Médio;3;40 até 44 Horas;2502,509406720045;9,63450418371698e+01
2023;11;6;Ensino Superior;3;40 até 44 Horas;1879,558690701255;1,17376032953195e+02
2023;12;6;Ensino Superior;3;40 até 44 Horas;2869,131978179566;5,40838454916761e+02
2023;13;6;Ensino Superior;3;40 até 44 Horas;2817,227701067983;3,18099968741485e+02
2023;14;6;Ensino Superior;3;40 até 44 Horas;3017,725391003532;4,58762931968760e+02
2023;15;6;Ensino Superior;3;40 até 44 Horas;2201,244846469487;1,85672284138406e+02
2023;16;6;Ensino Superior;3;40 até 44 Horas;2268,887761381416;3,47656676808798e+02
2023;17;6;Ensino Superior;3;40 até 44 Horas;2478,658811285138;2,14194103716466e+02
2023;21;6;Ensino Superior;3;40 até 44 Horas;2088,478986155298;1,84424329529612e+02
2023;22;6;Ensino Superior;3;40 até 44 Horas;2433,202158599188;3,68323569717612e+02
2023;23;6;Ensino Superior;3;40 até 44 Horas;2207,363374692645;2,58113462739846e+02
2023;24;6;Ensino Superior;3;40 até 44 Horas;1920,585766668474;2,69514307043071e+02
2023;25;6;Ensino Superior;3;40 até 44 Horas;2666,078094799109;4,08403599121049e+02
2023;26;6;Ensino Superior;3;40 até 44 Horas;2030,242247943135;1,19100018151491e+02
2023;27;6;Ensino Superior;3;40 até 44 Horas;2082,189133481889;1,39213735533661e+02
2023;28;6;Ensino Superior;3;40 até 44 Horas;2424,134462060079;2,80064137594581e+02
2023;29;6;Ensino Superior;3;40 até 44 Horas;2519,889338272651;2,51721455094527e+02
2023;31;6;Ensino Superior;3;40 até 44 Horas;2765,387965401120;1,80326222222077e+02
2023;32;6;Ensino Superior;3;40 até 44 Horas;2712,936932644359;1,61799576849614e+02
2023;33;6;Ensino Superior;3;40 até 44 Horas;3442,400822114163;1,85316857058723e+02
2023;35;6;Ensino Superior;3;40 até 44 Horas;2919,935919465844;1,13451008191674e+02
2023;41;6;Ensino Superior;3;40 até 44 Horas;2782,219795497575;1,59782335299475e+02
2023;42;6;Ensino Superior;3;40 até 44 Horas;3047,163770932772;9,77473386302733e+01
2023;43;6;Ensino Superior;3;40 até 44 Horas;3186,566050038722;1,24099446790704e+02
2023;50;6;Ensino Superior;3;40 até 44 Horas;3539,540690422923;6,32002959729800e+02
2023;51;6;Ensino Superior;3;40 até 44 Horas;2696,804962620038;1,82824923981935e+02
2023;52;6;Ensino Superior;3;40 até 44 Horas;2542,268491952999;1,74040318395914e+02
2023;53;6;Ensino Superior;3;40 até 44 Horas;3408,807093006815;5,25120453208740e+02
2023;11;7;Ensino Superior;3;40 até 44 Horas;4347,257799509488;2,58465736065230e+02
2023;12;7;Ensino Superior;3;40 até 44 Horas;4769,403481260798;4,07947431060190e+02
2023;13;7;Ensino Superior;3;40 até 44 Horas;5202,912365044329;3,98192724188057e+02
2023;14;7;Ensino Superior;3;40 até 44 Horas;5279,398009269203;6,89304376114745e+02
2023;15;7;Ensino Superior;3;40 até 44 Horas;4893,579860991385;2,19544550726890e+02
2023;16;7;Ensino Superior;3;40 até 44 Horas;5193,912178164469;3,21931523630967e+02
2023;17;7;Ensino Superior;3;40 até 44 Horas;4133,942405800785;2,02831329215931e+02
2023;21;7;Ensino Superior;3;40 até 44 Horas;4033,037065499163;3,58018535486823e+02
2023;22;7;Ensino Superior;3;40 até 44 Horas;4742,508809628005;6,75051125080687e+02
2023;23;7;Ensino Superior;3;40 até 44 Horas;4407,186686352800;2,81062705566344e+02
2023;24;7;Ensino Superior;3;40 até 44 Horas;4645,014556429918;4,37329735051646e+02
2023;25;7;Ensino Superior;3;40 até 44 Horas;7087,368401891284;1,77679935186754e+03
2023;26;7;Ensino Superior;3;40 até 44 Horas;4062,480473639377;2,25453274285583e+02
2023;27;7;Ensino Superior;3;40 até 44 Horas;3973,602777501782;3,02507784939746e+02
2023;28;7;Ensino Superior;3;40 até 44 Horas;4572,197876143044;3,95400288267813e+02
2023;29;7;Ensino Superior;3;40 até 44 Horas;4468,756196018130;2,57171874393655e+02
2023;31;7;Ensino Superior;3;40 até 44 Horas;5100,417502812112;1,93996643759162e+02
2023;32;7;Ensino Superior;3;40 até 44 Horas;5300,855090771057;2,06442991494563e+02
2023;33;7;Ensino Superior;3;40 até 44 Horas;6872,000883186308;2,24053476683458e+02
2023;35;7;Ensino Superior;3;40 até 44 Horas;6320,023282837816;2,68382994668239e+02
2023;41;7;Ensino Superior;3;40 até 44 Horas;5276,966093807153;1,94835123070844e+02
2023;42;7;Ensino Superior;3;40 até 44 Horas;5412,258227006990;1,94891033749942e+02
2023;43;7;Ensino Superior;3;40 até 44 Horas;5848,899997285611;2,13187323661068e+02
2023;50;7;Ensino Superior;3;40 até 44 Horas;5014,610293250175;2,11093494825250e+02
2023;51;7;Ensino Superior;3;40 até 44 Horas;5375,808004072096;3,58452917246423e+02
2023;52;7;Ensino Superior;3;40 até 44 Horas;4984,920926240324;2,74472654964511e+02
2023;53;7;Ensino Superior;3;40 até 44 Horas;7920,284903078932;3,65433872407989e+02
2023;11;1;Sem Instrução Formal;4;44 até 48 Horas;1735,235000734382;7,29021087854457e+02
2023;12;1;Sem Instrução Formal;4;44 até 48 Horas;1363,466424142510;2,22780696273506e+02
2023;13;1;Sem Instrução Formal;4;44 até 48 Horas;1330,228050342400;5,51014144204787e+02
2023;14;1;Sem Instrução Formal;4;44 até 48 Horas;3543,214657450870;1,36258146493907e+03
2023;15;1;Sem Instrução Formal;4;44 até 48 Horas;1385,356216390401;1,34709494787051e+02
2023;16;1;Sem Instrução Formal;4;44 até 48 Horas;1269,883816290228;1,23998727824148e+02
2023;17;1;Sem Instrução Formal;4;44 até 48 Horas;7201,727166700725;4,23672250332073e+03
2023;21;1;Sem Instrução Formal;4;44 até 48 Horas;1071,997603204006;2,02375488734471e+02
2023;22;1;Sem Instrução Formal;4;44 até 48 Horas;200,000000000000;2,45932990704960e-14
2023;23;1;Sem Instrução Formal;4;44 até 48 Horas;1221,590769652649;3,09529272834853e+02
2023;24;1;Sem Instrução Formal;4;44 até 48 Horas;1192,540492988232;2,43701945419441e+02
2023;25;1;Sem Instrução Formal;4;44 até 48 Horas;902,436114928336;1,58564576836742e+02
2023;26;1;Sem Instrução Formal;4;44 até 48 Horas;1026,471231821044;2,31538780253720e+02
2023;27;1;Sem Instrução Formal;4;44 até 48 Horas;1147,162942646091;1,17801473175343e+02
2023;28;1;Sem Instrução Formal;4;44 até 48 Horas;1385,569004551409;2,11596960420984e+02
2023;29;1;Sem Instrução Formal;4;44 até 48 Horas;1281,841337103349;1,64748146943317e+02
2023;31;1;Sem Instrução Formal;4;44 até 48 Horas;1729,654867553903;2,24949007054061e+02
2023;32;1;Sem Instrução Formal;4;44 até 48 Horas;1683,240278279595;3,85897604483234e+02
2023;33;1;Sem Instrução Formal;4;44 até 48 Horas;3888,367152530022;1,64777125363854e+03
2023;35;1;Sem Instrução Formal;4;44 até 48 Horas;1809,280147237891;1,55500500481697e+02
2023;41;1;Sem Instrução Formal;4;44 até 48 Horas;1882,394660584768;1,35409439743720e+02
2023;42;1;Sem Instrução Formal;4;44 até 48 Horas;1415,047967039799;1,17614036961157e+02
2023;43;1;Sem Instrução Formal;4;44 até 48 Horas;1914,911640253589;2,04779485821187e+02
2023;50;1;Sem Instrução Formal;4;44 até 48 Horas;1834,632898951807;1,78666215867229e+02
2023;51;1;Sem Instrução Formal;4;44 até 48 Horas;2202,418664766616;4,61463068158208e+02
2023;52;1;Sem Instrução Formal;4;44 até 48 Horas;1436,830092199235;8,50136342461098e+01
2023;53;1;Sem Instrução Formal;4;44 até 48 Horas;19977,884646831528;1,59388545567394e+04
2023;11;2;Ensino Fundamental;4;44 até 48 Horas;2829,717795751337;6,40934012091635e+02
2023;12;2;Ensino Fundamental;4;44 até 48 Horas;1423,936301049709;2,44530029325175e+02
2023;13;2;Ensino Fundamental;4;44 até 48 Horas;1230,764623879550;9,72863130181107e+01
2023;14;2;Ensino Fundamental;4;44 até 48 Horas;3829,163208208776;1,76366649408167e+03
2023;15;2;Ensino Fundamental;4;44 até 48 Horas;1472,018158360880;1,14205043866534e+02
2023;16;2;Ensino Fundamental;4;44 até 48 Horas;1530,196583945645;1,96691264159101e+02
2023;17;2;Ensino Fundamental;4;44 até 48 Horas;1990,084292114937;3,37107227055409e+02
2023;21;2;Ensino Fundamental;4;44 até 48 Horas;1258,996825003150;9,76787001791859e+01
2023;22;2;Ensino Fundamental;4;44 até 48 Horas;1501,862981741346;1,57468189843841e+02
2023;23;2;Ensino Fundamental;4;44 até 48 Horas;1443,128687047008;1,13455487729508e+02
2023;24;2;Ensino Fundamental;4;44 até 48 Horas;1403,726247101068;7,74127240460716e+01
2023;25;2;Ensino Fundamental;4;44 até 48 Horas;1315,200270816052;1,12472712410090e+02
2023;26;2;Ensino Fundamental;4;44 até 48 Horas;1204,423961000619;3,97998698532763e+01
2023;27;2;Ensino Fundamental;4;44 até 48 Horas;1302,600310766724;4,73774188323678e+01
2023;28;2;Ensino Fundamental;4;44 até 48 Horas;1235,643099937177;1,28594179737183e+02
2023;29;2;Ensino Fundamental;4;44 até 48 Horas;1396,976238914577;1,00131058248662e+02
2023;31;2;Ensino Fundamental;4;44 até 48 Horas;1844,889577957326;7,79579222947279e+01
2023;32;2;Ensino Fundamental;4;44 até 48 Horas;2150,155832160585;1,40226592151500e+02
2023;33;2;Ensino Fundamental;4;44 até 48 Horas;1912,488979631473;1,31588764961017e+02
2023;35;2;Ensino Fundamental;4;44 até 48 Horas;2061,108800245964;7,02736651564457e+01
2023;41;2;Ensino Fundamental;4;44 até 48 Horas;2184,997637900065;1,14982592342676e+02
2023;42;2;Ensino Fundamental;4;44 até 48 Horas;2361,736358634474;1,36755671959054e+02
2023;43;2;Ensino Fundamental;4;44 até 48 Horas;2179,566855431967;1,35978682501748e+02
2023;50;2;Ensino Fundamental;4;44 até 48 Horas;2972,283610046062;5,51858383056964e+02
2023;51;2;Ensino Fundamental;4;44 até 48 Horas;3334,475679164808;4,32329231885016e+02
2023;52;2;Ensino Fundamental;4;44 até 48 Horas;2604,893694362874;6,33100124972867e+02
2023;53;2;Ensino Fundamental;4;44 até 48 Horas;1806,175228868097;1,20235665816511e+02
2023;11;3;Ensino Fundamental;4;44 até 48 Horas;2193,951780255008;2,92563499213014e+02
2023;12;3;Ensino Fundamental;4;44 até 48 Horas;1493,924897660264;2,32851399587754e+02
2023;13;3;Ensino Fundamental;4;44 até 48 Horas;2000,862884965621;4,34057637191353e+02
2023;14;3;Ensino Fundamental;4;44 até 48 Horas;1509,619444091517;2,01014783522475e+02
2023;15;3;Ensino Fundamental;4;44 até 48 Horas;1633,334071389068;1,07172089390324e+02
2023;16;3;Ensino Fundamental;4;44 até 48 Horas;1618,533939289622;3,61970461281002e+02
2023;17;3;Ensino Fundamental;4;44 até 48 Horas;1899,461706872464;2,19813001551722e+02
2023;21;3;Ensino Fundamental;4;44 até 48 Horas;1419,706063936687;1,25724179151023e+02
2023;22;3;Ensino Fundamental;4;44 até 48 Horas;1796,142185636081;6,07539195652571e+02
2023;23;3;Ensino Fundamental;4;44 até 48 Horas;1453,933583503559;1,00090368690157e+02
2023;24;3;Ensino Fundamental;4;44 até 48 Horas;1398,073515113987;1,36505747503354e+02
2023;25;3;Ensino Fundamental;4;44 até 48 Horas;1587,900546371148;2,82069939589953e+02
2023;26;3;Ensino Fundamental;4;44 até 48 Horas;4553,530315014116;1,87331963115976e+03
2023;27;3;Ensino Fundamental;4;44 até 48 Horas;1395,270990081271;1,25120543180565e+02
2023;28;3;Ensino Fundamental;4;44 até 48 Horas;1614,580457876676;2,70263393227067e+02
2023;29;3;Ensino Fundamental;4;44 até 48 Horas;1289,639681183302;1,09593103800610e+02
2023;31;3;Ensino Fundamental;4;44 até 48 Horas;1863,276203443640;1,12502811000679e+02
2023;32;3;Ensino Fundamental;4;44 até 48 Horas;2179,053956722734;4,99829909261484e+02
2023;33;3;Ensino Fundamental;4;44 até 48 Horas;1903,020086003609;1,01205562296532e+02
2023;35;3;Ensino Fundamental;4;44 até 48 Horas;2243,648229030921;1,45880936026489e+02
2023;41;3;Ensino Fundamental;4;44 até 48 Horas;2313,929026212639;1,82855261957083e+02
2023;42;3;Ensino Fundamental;4;44 até 48 Horas;2295,372752177252;1,78954729558242e+02
2023;43;3;Ensino Fundamental;4;44 até 48 Horas;2195,139706338902;1,63000217783257e+02
2023;50;3;Ensino Fundamental;4;44 até 48 Horas;2217,483724222259;1,99122117373759e+02
2023;51;3;Ensino Fundamental;4;44 até 48 Horas;2361,841435211030;2,92399340771057e+02
2023;52;3;Ensino Fundamental;4;44 até 48 Horas;2106,888987796598;3,45759648004785e+02
2023;53;3;Ensino Fundamental;4;44 até 48 Horas;3148,930106769204;7,95241322044106e+02
2023;11;4;Ensino Médio;4;44 até 48 Horas;1697,573900667761;1,55141110949840e+02
2023;12;4;Ensino Médio;4;44 até 48 Horas;1599,359665282354;3,06631398628960e+02
2023;13;4;Ensino Médio;4;44 até 48 Horas;1664,238160535414;3,13688149272201e+02
2023;14;4;Ensino Médio;4;44 até 48 Horas;2243,228164903850;7,36667922214624e+02
2023;15;4;Ensino Médio;4;44 até 48 Horas;1613,081425779482;1,86602293018686e+02
2023;16;4;Ensino Médio;4;44 até 48 Horas;1142,760556952984;1,56960167199309e+02
2023;17;4;Ensino Médio;4;44 até 48 Horas;2660,237289717275;4,65794689725129e+02
2023;21;4;Ensino Médio;4;44 até 48 Horas;1476,514699808359;2,93177682389564e+02
2023;22;4;Ensino Médio;4;44 até 48 Horas;1712,124458243552;2,22901421982243e+02
2023;23;4;Ensino Médio;4;44 até 48 Horas;1220,771313738847;1,59230601258454e+02
2023;24;4;Ensino Médio;4;44 até 48 Horas;2057,447772895297;2,88094112191169e+02
2023;25;4;Ensino Médio;4;44 até 48 Horas;1519,364387080615;4,00068013721664e+02
2023;26;4;Ensino Médio;4;44 até 48 Horas;1307,850301612344;7,45716972980588e+01
2023;27;4;Ensino Médio;4;44 até 48 Horas;1305,536254496428;8,61015761990019e+01
2023;28;4;Ensino Médio;4;44 até 48 Horas;1271,072027500939;1,07502757216749e+02
2023;29;4;Ensino Médio;4;44 até 48 Horas;1498,502205384208;1,15071568710828e+02
2023;31;4;Ensino Médio;4;44 até 48 Horas;1797,440608407839;1,00038312621100e+02
2023;32;4;Ensino Médio;4;44 até 48 Horas;2051,128444784294;1,51643175928879e+02
2023;33;4;Ensino Médio;4;44 até 48 Horas;1762,491352113604;1,18429390752231e+02
2023;35;4;Ensino Médio;4;44 até 48 Horas;2029,731558604829;1,34100047448924e+02
2023;41;4;Ensino Médio;4;44 até 48 Horas;2208,034698146761;1,78846916264295e+02
2023;42;4;Ensino Médio;4;44 até 48 Horas;2320,441661492317;2,68776292022224e+02
2023;43;4;Ensino Médio;4;44 até 48 Horas;2545,985712304608;4,07717785839611e+02
2023;50;4;Ensino Médio;4;44 até 48 Horas;2986,476338649627;8,69297424737965e+02
2023;51;4;Ensino Médio;4;44 até 48 Horas;2365,669136235633;1,40263766739246e+02
2023;52;4;Ensino Médio;4;44 até 48 Horas;1938,082290607068;1,13463486772864e+02
2023;53;4;Ensino Médio;4;44 até 48 Horas;1892,891342308206;1,74859969247509e+02
2023;11;5;Ensino Médio;4;44 até 48 Horas;3037,600540686127;4,13798504678160e+02
2023;12;5;Ensino Médio;4;44 até 48 Horas;2214,736701628547;2,85230101708144e+02
2023;13;5;Ensino Médio;4;44 até 48 Horas;2053,267850586458;2,57044383832030e+02
2023;14;5;Ensino Médio;4;44 até 48 Horas;2046,258027609743;2,11934668494500e+02
2023;15;5;Ensino Médio;4;44 até 48 Horas;2162,263564851236;1,15143392440007e+02
2023;16;5;Ensino Médio;4;44 até 48 Horas;1929,134776811626;2,41500945964092e+02
2023;17;5;Ensino Médio;4;44 até 48 Horas;2618,270737231470;4,13941753878304e+02
2023;21;5;Ensino Médio;4;44 até 48 Horas;1637,258470487047;8,50678711502659e+01
2023;22;5;Ensino Médio;4;44 até 48 Horas;1542,248027961809;1,05243906204971e+02
2023;23;5;Ensino Médio;4;44 até 48 Horas;1661,564389789884;9,10197809141998e+01
2023;24;5;Ensino Médio;4;44 até 48 Horas;1638,789545752048;1,27121172816240e+02
2023;25;5;Ensino Médio;4;44 até 48 Horas;1654,848461201012;1,17171840462809e+02
2023;26;5;Ensino Médio;4;44 até 48 Horas;1928,310370113071;1,80849868568380e+02
2023;27;5;Ensino Médio;4;44 até 48 Horas;1737,557257304746;9,81772210272037e+01
2023;28;5;Ensino Médio;4;44 até 48 Horas;1918,687179007444;1,95304784836874e+02
2023;29;5;Ensino Médio;4;44 até 48 Horas;1792,313733968410;8,79142383518110e+01
2023;31;5;Ensino Médio;4;44 até 48 Horas;2131,596206769241;1,05644721125096e+02
2023;32;5;Ensino Médio;4;44 até 48 Horas;2386,862557065429;1,40722941531614e+02
2023;33;5;Ensino Médio;4;44 até 48 Horas;2416,719342343583;1,04728291483312e+02
2023;35;5;Ensino Médio;4;44 até 48 Horas;2303,759035584178;5,38114375270712e+01
2023;41;5;Ensino Médio;4;44 até 48 Horas;3056,641067492660;4,82677857708609e+02
2023;42;5;Ensino Médio;4;44 até 48 Horas;2779,272422638515;1,28206324491656e+02
2023;43;5;Ensino Médio;4;44 até 48 Horas;2791,666744942389;1,87641066210135e+02
2023;50;5;Ensino Médio;4;44 até 48 Horas;2926,137775911211;1,87628770631553e+02
2023;51;5;Ensino Médio;4;44 até 48 Horas;2676,768983288227;1,54140872165882e+02
2023;52;5;Ensino Médio;4;44 até 48 Horas;2386,867271455134;2,77889021086090e+02
2023;53;5;Ensino Médio;4;44 até 48 Horas;2449,476410303364;2,45807066650648e+02
2023;11;6;Ensino Superior;4;44 até 48 Horas;1946,415166301551;1,91570265885531e+02
2023;12;6;Ensino Superior;4;44 até 48 Horas;1612,863679468690;3,19800347235907e+02
